176.07434,169.03082,-80.19939
176.74115,168.73189,-79.10087
176.61566,168.00406,-78.04835
176.0086,167.01796,-76.950325
173.69983,165.19453,-75.85057
172.6554,164.99239,-75.52933
172.64478,164.76912,-74.935074
171.16876,163.61284,-74.587616
170.2467,163.00162,-74.38992
168.76788,162.02324,-74.419464
166.14172,160.49634,-74.677444
163.72583,158.73909,-74.68326
160.28375,156.07457,-74.850204
157.21008,153.63423,-74.94271
156.13269,152.93195,-74.70895
154.62817,152.31093,-74.5837
154.75287,153.02435,-74.59175
154.97076,154.27942,-74.551155
154.50195,155.00858,-74.46016
155.18701,155.53278,-74.30615
160.64496,157.39822,-73.49187
162.88458,158.40472,-72.94249
160.71783,157.09303,-72.74223
159.81262,155.56947,-72.832016
161.2865,154.96262,-72.45664
162.06842,155.75044,-72.00585
165.39899,159.7172,-71.065
167.85907,162.8052,-70.46945
172.05414,167.68767,-69.63206
175.68854,171.87222,-69.924515
176.37457,173.22472,-70.861885
175.76685,173.3588,-71.590576
175.05518,172.32393,-71.79794
175.47192,171.73329,-71.731606
177.42273,171.96808,-72.063034
179.45758,171.8023,-72.69805
180.32076,170.35875,-73.25592
184.35667,171.7842,-73.54026
187.78511,176.3214,-73.281654
189.72757,-178.99832,-73.47915
181.8706,175.98755,-73.391556
176.49487,170.7498,-73.7384
171.99487,166.90015,-74.32226
169.76416,164.82947,-75.20694
171.50964,167.19337,-77.01488
174.52917,170.30315,-78.06334
178.13403,173.4449,-78.91708
188.79707,-176.63466,-80.20663
199.27483,-165.56972,-80.76805
207.80887,-157.40994,-80.77198
199.45522,-167.39787,-80.47792
167.57104,164.5696,-77.84613
164.53589,161.43748,-75.561745
172.79138,169.63327,-72.896
176.68298,174.18289,-72.14214
179.45313,179.40019,-72.11741
182.86449,-175.56961,-72.83726
186.55698,-171.01686,-73.25877
190.81999,-166.33452,-73.32289
191.77017,-165.98805,-73.263565
192.55992,-165.73189,-74.028725
194.78877,-163.90323,-74.863106
199.54613,-159.79161,-75.54655
205.4172,-154.26996,-76.46311
205.79791,-155.09175,-76.68565
213.28584,-150.38333,-75.64581
217.68893,-141.10405,-74.392365
216.1694,-140.52573,-74.508064
210.35674,-147.0002,-74.59505
204.81335,-153.78894,-74.28357
202.72762,-157.35196,-74.038155
203.44919,-157.8704,-74.528755
210.24713,-152.77885,-75.988304
219.33052,-145.10812,-76.67238
225.99911,-140.20737,-76.56956
237.66214,-130.24608,-76.32995
247.57614,-120.173996,-76.20396
258.35022,-109.25579,-75.830345
253.85266,-116.393875,-76.56083
231.75883,-139.0281,-79.393845
224.20569,-146.6599,-81.024796
229.46825,-142.14528,-81.16722
238.73367,-133.95592,-80.53964
243.26964,-131.37761,-80.5473
245.37772,-130.61595,-80.367
254.03058,-124.003395,-78.78657
256.84613,-122.5667,-77.97326
256.21066,-125.317535,-78.24043
254.61093,-128.68692,-78.31011
252.48566,-132.9251,-78.06847
253.64,-132.95909,-78.25873
258.88635,-129.056,-78.458664
260.1001,-128.75766,-77.86508
256.65997,-133.58405,-76.80795
254.87196,-133.70726,-75.05451
248.10524,-139.31912,-72.00242
244.30984,-143.48885,-71.522064
241.15039,-149.8353,-70.97064
239.83838,-152.48901,-70.178955
239.30945,-154.31699,-69.70064
238.27982,-156.34363,-69.61667
237.83743,-157.62355,-69.93674
