57.143677,51.866306,-83.75735
59.08914,54.002083,-83.85149
61.151367,56.23738,-83.79985
61.298737,56.80886,-83.756744
59.174683,55.616314,-83.724815
58.748108,55.860474,-83.83408
61.721985,59.601196,-84.0763
68.518616,67.12014,-84.49111
77.18167,76.11881,-84.89031
86.9234,86.06242,-85.36202
109.42407,108.310265,-85.68611
129.57129,127.93842,-85.07622
151.40527,148.4569,-82.99708
158.61188,154.63141,-81.936554
164.47235,160.07915,-80.93409
166.3717,162.15111,-80.45356
167.74164,163.57863,-80.16638
169.84009,165.42285,-79.89501
174.07782,169.24327,-79.63505
175.61865,170.85599,-79.59147
176.50739,171.96964,-79.5691
178.32733,174.33421,-79.61434
180.04413,176.25757,-79.73366
181.85672,178.15735,-80.00494
185.03993,-179.05371,-80.48537
187.25629,-177.48378,-80.6515
188.10037,-177.46727,-80.79226
188.8588,-177.2036,-80.875694
191.44713,-175.21182,-81.0354
193.7428,-173.54326,-81.18684
195.50362,-172.36217,-81.38182
196.77937,-171.39584,-81.53119
198.47021,-170.16635,-81.576
198.17215,-170.86382,-81.451675
197.39897,-172.20386,-81.51682
196.89348,-172.97522,-81.71618
195.05165,-175.36089,-82.0648
192.69058,-178.37733,-82.26314
186.44191,174.26491,-82.33035
181.84576,169.30933,-82.2119
177.24762,164.50774,-81.97982
174.3338,160.81572,-81.7133
173.99011,158.4556,-81.01683
171.11243,154.16429,-80.07682
167.25195,148.8395,-78.70526
167.79425,149.11777,-78.558815
171.67291,152.42566,-79.14549
175.06726,154.26521,-79.900665
173.04138,150.43881,-80.09103
171.70374,148.68307,-80.147095
171.81647,148.90802,-80.122505
172.0398,149.37875,-79.69315
171.19104,148.78073,-78.97468
169.64587,147.66367,-78.36709
170.568,148.92923,-78.79101
172.41309,150.83989,-79.30121
175.47601,154.0856,-80.091286
176.26001,155.25534,-80.45055
173.56354,153.1595,-80.10288
170.97186,151.93254,-79.73778
169.06885,151.3464,-79.59591
167.86194,150.88573,-79.57019
166.69135,150.40965,-79.59579
165.48877,150.14679,-79.78194
164.66937,150.05669,-80.06163
164.10107,149.9971,-80.27937
163.66302,149.95703,-80.36998
163.35413,150.2193,-80.32843
163.67773,150.97305,-80.2051
163.56012,151.46991,-80.000656
162.7666,151.99495,-79.71944
161.59119,151.89078,-79.552414
159.99689,151.1208,-78.96267
158.2771,149.40607,-77.416275
157.29822,148.8947,-76.13536
156.20642,148.37651,-75.45522
155.33362,147.78282,-76.1861
156.11963,148.27597,-77.47007
159.14465,150.93265,-78.62072
161.87177,153.34485,-79.284744
165.08704,156.94182,-79.610054
166.24219,158.50635,-79.310555
167.60931,159.93292,-78.83595
172.48022,164.88213,-78.690346
178.29059,170.84183,-79.01226
180.9302,173.56503,-79.33386
183.37305,176.09738,-80.08454
185.2213,177.65826,-80.59586
188.99478,-178.9763,-80.66583
190.47952,-177.69962,-80.5438
191.38702,-177.00769,-80.51575
191.80328,-176.81883,-80.522545
192.29514,-176.79019,-80.53256
191.60956,-178.11948,-80.6241
190.09657,179.96355,-80.78537
187.11705,176.40872,-80.91453
185.58034,174.57002,-80.8571
184.78462,172.64682,-80.628815
184.17049,170.73076,-80.41994
182.93498,168.20384,-79.465034
183.03343,168.13904,-78.56467
187.74557,172.17024,-78.20348
193.29251,176.30026,-78.51846
195.13692,176.7462,-79.20644
193.3495,174.55318,-79.36204
187.94218,168.77478,-79.06576
184.9437,165.72667,-78.80837
182.86485,163.75728,-78.40128
181.38194,162.45952,-78.03345
179.14648,160.47966,-77.89919
177.12805,158.69762,-77.82917
175.15527,157.10564,-77.6948
173.07898,155.7031,-77.349266
172.03442,155.41307,-77.07947
171.41278,155.54126,-77.05232
170.93237,155.4977,-77.23669
170.69543,155.70944,-77.49375
170.63507,156.01842,-77.73683
170.328,156.04391,-78.05422
169.2528,155.4239,-78.5697
168.62726,155.05682,-78.68934
167.11304,154.11992,-78.63882
165.76556,153.81561,-78.29905
163.74701,152.85619,-77.74521
161.9718,151.2593,-76.559555
160.54956,150.26788,-75.48686
159.35583,149.17007,-74.810715
156.21625,145.8494,-75.204796
154.22235,144.38652,-76.286545
154.72833,145.41756,-76.56759
160.2102,151.18434,-76.24943
164.79028,155.79544,-75.77118
169.10089,160.62883,-75.023926
172.04956,164.01779,-74.68963
174.22961,166.4444,-74.845215
178.27075,170.74228,-75.70286
179.92743,172.45255,-76.09345
181.70055,174.20576,-76.49256
182.82275,175.14417,-76.73481
183.88272,175.98363,-76.84201
184.5601,176.38603,-76.880455
184.57137,176.04216,-76.86029
184.35002,175.50069,-76.88241
184.05148,174.53732,-77.13507
183.28864,172.9363,-77.582664
182.3066,171.43451,-77.90212
180.91994,169.4518,-78.24581
180.50284,168.58075,-78.36383
180.7478,167.9162,-78.50326
181.79187,167.84766,-78.540306
183.47156,168.88234,-78.44431
184.61412,169.78127,-78.258934
189.22804,173.70216,-78.5331
192.5088,176.07744,-78.97039
194.75775,177.04584,-79.844505
189.13963,171.04436,-80.136185
184.9832,166.73892,-80.01546
182.13052,163.94032,-79.699486
180.55873,162.61784,-79.41034
179.1767,161.70653,-79.05971
177.76099,160.63593,-78.91512
175.84009,159.09056,-78.814575
173.0415,157.0152,-78.641426
171.28271,156.13858,-78.34696
170.69421,156.20808,-78.147
170.83508,157.573,-78.12423
171.2403,158.39432,-78.29993
171.74011,159.19907,-78.51399
172.25464,159.98064,-78.78296
173.09479,161.16321,-79.208885
173.83209,162.33344,-79.39412
173.57141,162.78767,-79.322525
173.01532,162.95544,-79.22014
172.07275,163.27834,-79.2388
170.19067,162.03442,-78.84896
167.88715,159.87216,-78.13662
164.44373,156.8958,-76.732414
162.63214,154.97078,-76.97432
162.38513,154.94989,-78.14792
164.13477,156.99078,-78.62275
168.23242,161.08961,-78.8837
175.58417,168.29016,-79.00965
179.13611,172.21666,-78.05387
183.06303,176.04588,-77.55523
186.77956,179.27122,-77.667336
191.33554,-176.94492,-77.89257
193.60374,-175.18547,-78.09327
195.93141,-173.51726,-78.358215
198.14607,-172.00871,-78.55406
200.33234,-170.78984,-78.52656
201.09975,-170.95392,-78.3474
201.29854,-171.47057,-78.24481
201.28558,-172.31686,-78.32294
201.23529,-173.09499,-78.55805
200.9204,-174.06549,-78.703354
200.3174,-175.45325,-78.80149
199.82141,-176.88599,-78.79011
198.52364,-179.26001,-78.62827
197.88814,179.074,-78.5095
197.825,177.13,-78.184
197.62573,175.78986,-77.50884
197.23497,174.3557,-76.58276
200.80328,176.32928,-75.77611
205.78918,179.43974,-75.31299
213.41977,-176.29372,-75.14798
214.9184,-175.59798,-75.744255
210.43343,-178.90381,-76.069786
204.66293,175.07513,-75.98707
